mask.png	1	0.105858134	0.176134653	-0.015960585	167.5360846	-0.018905789	-0.007227628	-0.205103153	-46.34286081	-0.175823713	0.106828389	0.012445488	-99.66397045	0	0	0	1
mask.png	2	0.106130372	0.175974986	-0.015913328	167.5286518	-0.01894938	-0.007123503	-0.20510277	-46.34868219	-0.175654822	0.107098177	0.012512128	-99.89289367	0	0	0	1
mask.png	3	0.106369235	0.175825066	-0.015975065	167.5658527	-0.0189898	-0.007150973	-0.205098076	-46.30024314	-0.17550591	0.107342299	0.012510397	-100.0403953	0	0	0	1
mask.png	4	0.106474334	0.175759111	-0.016000479	167.5883157	-0.018972579	-0.00718244	-0.205098571	-46.26594915	-0.175444033	0.107448158	0.012469738	-100.1231965	0	0	0	1
mask.png	5	0.106529525	0.175728718	-0.015966823	167.5202338	-0.018925205	-0.007167602	-0.205103467	-46.30980913	-0.175415644	0.107498848	0.0124323	-100.1862796	0	0	0	1
mask.png	6	0.106627828	0.175671131	-0.015944157	167.4103687	-0.018778331	-0.00722311	-0.205115021	-46.37707423	-0.175371696	0.107589218	0.012269709	-100.2619333	0	0	0	1
mask.png	7	0.106891417	0.175511619	-0.015935416	167.4995423	-0.018494366	-0.007366116	-0.205135739	-46.54011803	-0.175241361	0.107839563	0.011929997	-100.5873489	0	0	0	1
mask.png	8	0.106949456	0.175472964	-0.015971532	167.5168654	-0.018449766	-0.007431193	-0.205137409	-46.55121529	-0.175210649	0.107897987	0.011852723	-100.6319386	0	0	0	1
mask.png	9	0.107042531	0.175414939	-0.015985215	167.4763078	-0.018465797	-0.007429951	-0.205136012	-46.58265984	-0.175152112	0.107992381	0.011858462	-100.7491778	0	0	0	1
mask.png	10	0.107604293	0.175083816	-0.015842161	167.2639861	-0.017990801	-0.007512638	-0.205175208	-46.88700733	-0.174857081	0.108522703	0.011361933	-101.3883751	0	0	0	1
mask.png	11	0.107678313	0.175038226	-0.015842871	167.1753705	-0.017938798	-0.007540137	-0.205178754	-46.93834536	-0.174816852	0.108594315	0.011296732	-101.4560528	0	0	0	1
mask.png	12	0.107949652	0.174863212	-0.015928236	167.2250604	-0.017824332	-0.007691107	-0.20518313	-46.91254001	-0.174661149	0.108865345	0.011095412	-101.687029	0	0	0	1
mask.png	13	0.108278973	0.174679236	-0.015709591	167.1835025	-0.017128446	-0.007844988	-0.205236575	-47.50751404	-0.17452688	0.109149348	0.010396667	-101.9181268	0	0	0	1
mask.png	14	0.108370022	0.174632598	-0.015599759	167.1687764	-0.016807281	-0.007910543	-0.205260612	-47.63751542	-0.17450159	0.109219221	0.010082769	-102.052619	0	0	0	1
mask.png	15	0.108196123	0.174724195	-0.015780401	167.1824296	-0.017006028	-0.00801046	-0.205240368	-47.65843541	-0.174590221	0.109065336	0.010212931	-101.9353777	0	0	0	1
